loss
4.497588839795854665e-02
4.473979550379293679e-02
4.447029310244100808e-02
4.426533149348364782e-02
4.428226142017929745e-02
4.463347682246455311e-02
4.464750874925543095e-02
4.452080527941385674e-02
4.445564084582858538e-02
4.428546075467710424e-02
4.430241772422083973e-02
4.438283432413030888e-02
4.432218439049191022e-02
4.409569722634774924e-02
4.429810852916152286e-02
4.418325865710222983e-02
4.392542607254452253e-02
4.387721364144926001e-02
4.381361438168419886e-02
4.351990035286656261e-02
4.342795687693136453e-02
4.339973021436620976e-02
4.334381112345942616e-02
4.310674027160361910e-02
4.299140804343753314e-02
4.272895168375085567e-02
4.230100192405559373e-02
4.230026072925991559e-02
4.232018192609151436e-02
4.169573110562783957e-02
4.112520703562983632e-02
4.120386309093899274e-02
4.223566805874860025e-02
4.137572480572594691e-02
4.066259993447197962e-02
4.021924182220741606e-02
3.997430591671555233e-02
3.998520915155057837e-02
4.017715321646796178e-02
3.901391614366461064e-02
3.808495236767663050e-02
3.917999344843405007e-02
3.920096766065667843e-02
3.853034697197101760e-02
3.715724360059808468e-02
3.759129179848565150e-02
3.843117201769793295e-02
3.729700214333004499e-02
3.676077502745168923e-02
3.709863291846381139e-02
3.548830140520025517e-02
3.427104872685891868e-02
3.641980996838322521e-02
3.695877917386867356e-02
3.368084105076613044e-02
3.417204265241269995e-02
3.544813063409593679e-02
3.446502321296267962e-02
3.525131361352072668e-02
3.395092294172004366e-02
3.328642552649533487e-02
3.111425400884063053e-02
3.182202577590942383e-02
3.060668237783290696e-02
3.206159091658062482e-02
3.332132680548562098e-02
3.351464205318026995e-02
3.213845607307222463e-02
3.054993434084786463e-02
3.277878546052508807e-02
2.896251143128783512e-02
2.909158308196950829e-02
3.380735742825048684e-02
2.679937029326403750e-02
2.767211281590991473e-02
3.039734976159201574e-02
2.996031498467480528e-02
2.743176895159262288e-02
2.873455457113407302e-02
2.902168973728462553e-02
3.068987528483073032e-02
2.875661877570328748e-02
2.857648636455889166e-02
3.240280819159967185e-02
2.671115293546959257e-02
2.739858185803448545e-02
2.566882526433026182e-02
2.727905384920261550e-02
3.086692701887201393e-02
3.127887044791822363e-02
2.473355470984070492e-02
2.667788636905175578e-02
2.922778383449271822e-02
2.332108026301419126e-02
2.311802531282107151e-02
2.545931328226018822e-02
3.038160420126385236e-02
2.711500779346183443e-02
2.708159428503778207e-02
2.316884089399267113e-02
